longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,Unnamed: 8,ocean_proximity,median_house_value,,median_house_value
-122.96,40.77,29,1637,297,753,270,3.2891,,INLAND,108446,,93100
-122.19,37.79,28,3144,761,1737,669,2.9297,,NEAR BAY,178210,,140500
-117.85,33.9,20,4026,648,1997,650,5.5918,,<1H OCEAN,242566,,260500
-118.47,33.99,50,1568,501,764,478,3.015,,<1H OCEAN,301322.05,,414300
-118.17,33.79,30,1349,519,2646,552,1.9318,,NEAR OCEAN,140354,,115900
-122.15,37.45,52,568,91,219,75,6.1575,,NEAR BAY,352245.04,,500001
-122.23,37.83,52,2990,379,947,361,7.8772,,NEAR BAY,425309.5,,500001
-117.1,32.69,29,4174,1195,3675,1124,1.8112,,NEAR OCEAN,119218,,103600
-117.3,34.09,40,1051,244,745,243,2.1842,,INLAND,71538,,75200
-118.08,34.01,36,1248,322,1282,326,3.2031,,<1H OCEAN,175452,,147600
-117.13,32.92,17,1481,315,1002,300,3.6196,,<1H OCEAN,166351,,163400
-121.25,37.98,39,1765,414,1056,414,1.5329,,INLAND,62757,,48300
-117.22,33.8,3,5284,920,2703,729,4.0717,,INLAND,159907,,126500
-119.2,34.25,18,3208,643,1973,614,3.8162,,NEAR OCEAN,226962,,235000
-120.28,37.9,17,1047,212,530,196,2.1538,,INLAND,106488,,153300
-118.08,33.91,18,1573,396,1200,365,2.895,,<1H OCEAN,187489.03,,146900
-122.7,38.45,47,904,154,310,144,3.9766,,<1H OCEAN,244961,,190600
-118.08,34.08,38,1889,407,1330,396,3.9219,,<1H OCEAN,204954,,205200
-117.11,32.72,25,1491,348,1183,316,1.9583,,NEAR OCEAN,113895,,88600
-122.12,37.7,41,3495,787,1849,750,2.679,,NEAR BAY,198766,,144900
-117.6,33.42,23,2482,461,1048,425,4.665,,NEAR OCEAN,358596.35,,280600
-122.31,40.75,18,1411,330,494,227,1.4911,,INLAND,73734,,75800
-117.76,33.87,16,3182,429,1663,428,7.0592,,<1H OCEAN,337764.04,,288200
-119.31,36.32,23,2945,592,1419,532,2.5733,,INLAND,83991,,88800
-117.08,32.69,36,1571,284,1001,268,3.6875,,NEAR OCEAN,137520,,111400
-118.28,34.08,42,997,374,982,372,2.9423,,<1H OCEAN,175786,,200000
-120.7,35.14,17,5805,1097,1919,932,3.5352,,NEAR OCEAN,227536.02,,357800
-118.23,33.89,36,2598,514,1872,514,3.1667,,<1H OCEAN,155036,,117700
-116.98,33.93,33,376,83,267,88,2.1581,,INLAND,81813,,68300
-122.29,37.87,52,2225,460,1145,430,2.6165,,NEAR BAY,185580,,150000
-121.99,37.4,35,1845,325,1343,317,5.3912,,<1H OCEAN,279185.01,,235300
-119.85,36.81,15,1743,310,1011,325,3.755,,INLAND,100655,,68000
-118.4,33.9,37,2458,400,920,375,7.8924,,<1H OCEAN,497957.95,,500001
-118.11,34.03,36,1493,316,989,293,3.5272,,<1H OCEAN,179771,,213700
-122.46,37.73,52,2673,349,876,338,7.8476,,NEAR BAY,451179.4,,500001
-122.38,37.59,31,3052,844,1581,788,3.0744,,NEAR OCEAN,260969.05,,457700
-117.92,34.03,35,1469,306,1285,308,3.9219,,<1H OCEAN,174900,,159500
-122.26,37.87,52,2773,998,1721,949,1.1859,,NEAR BAY,241452.01,,241700
-118.04,34.18,37,3134,532,1220,508,5.2865,,INLAND,277674,,455400
-121.25,38.68,13,503,70,267,77,6.1943,,INLAND,198747,,276100
-117.01,34.01,15,5592,891,2419,840,4.7193,,INLAND,152802,,135200
-118.43,34.26,37,1269,348,1835,335,3.2583,,<1H OCEAN,168932,,147200
-119.98,38.92,27,2682,606,1010,399,3.15,,INLAND,118498,,86900
-118.29,34,52,1319,295,898,271,2.7727,,<1H OCEAN,183861.03,,128600
-122.45,37.91,27,2682,382,935,369,10.0791,,NEAR BAY,432639.55,,500001
-120.67,35.48,18,2339,443,1097,416,3.3438,,<1H OCEAN,211477,,176100
-121.93,37.72,26,2806,459,1453,444,4.9107,,<1H OCEAN,233095.01,,213800
-120.56,38.39,20,1326,307,563,237,2.6667,,INLAND,114838,,86600
-122.32,40.58,2,1937,350,756,274,3,,INLAND,113199,,114200
-117.94,33.93,33,1770,370,1346,366,4.0833,,<1H OCEAN,170431,,162500
-117.86,33.89,24,2002,253,820,241,6.9612,,<1H OCEAN,306198.02,,274500
-117.33,34.41,13,3684,604,1767,585,3.7478,,INLAND,113546,,113500
-118.19,33.93,44,1613,345,1227,342,3.1667,,<1H OCEAN,152782,,145700
-117.13,32.63,10,7374,1157,1900,794,8.7991,,NEAR OCEAN,436329.2,,478500
-117.99,33.67,17,1692,427,903,423,3.5859,,<1H OCEAN,231698.02,,262500
-117.16,32.75,49,1566,494,643,419,1.9637,,NEAR OCEAN,174020,,137500
-123.23,39.13,33,1176,211,529,217,3.8958,,<1H OCEAN,196950,,144000
-122.07,37.36,21,3244,426,1158,415,7.5,,<1H OCEAN,396591.06,,500001
-118.16,34.17,46,1508,261,674,255,3.5909,,<1H OCEAN,197565,,155400
-118.54,34.19,22,3380,790,2199,737,2.5739,,<1H OCEAN,205664,,239200
-118.15,33.76,36,2916,785,1183,749,3.5985,,NEAR OCEAN,324573.05,,500001
-119.74,36.83,14,4675,829,2235,787,4.1098,,INLAND,146236,,108200
-122.46,37.77,52,1824,388,799,363,3.75,,NEAR BAY,388630.02,,435700
-118.36,33.86,36,681,122,360,128,5.2799,,<1H OCEAN,304182.01,,332600
-122.3,37.93,34,2254,357,715,306,4.5,,NEAR BAY,225946,,304000
-117.11,32.82,16,4241,892,1771,864,4.375,,NEAR OCEAN,178313.02,,166500
-117.31,33.17,7,2349,312,809,282,5.552,,NEAR OCEAN,272030,,283900
-118.12,33.87,21,3764,1081,1919,977,2.5057,,<1H OCEAN,173551,,156300
-117.92,33.68,25,2017,454,1024,428,4.4732,,<1H OCEAN,255642.07,,245600
-118.47,34.32,13,2664,518,1468,521,4.8988,,<1H OCEAN,227056,,325200
-118.32,34.11,48,4472,1579,2796,1397,2.3974,,<1H OCEAN,259199.01,,410700
-122.23,37.8,52,2033,486,787,459,3.1603,,NEAR BAY,230238.01,,269500
-122.09,37.09,46,695,136,408,148,3.9408,,NEAR OCEAN,279207.05,,222600
-122.22,37.82,42,2991,335,1018,335,13.499,,NEAR BAY,498659.99,,500001
-117.55,33.92,24,2807,501,1653,509,4.8167,,INLAND,138659,,163300
-121.97,37.3,31,3340,735,1891,686,4.8542,,<1H OCEAN,273281,,275000
-117.71,34.07,31,1840,380,1187,357,3.8875,,INLAND,133665,,129200
-119.79,36.81,35,1877,328,1155,353,3.069,,INLAND,83097,,69600
-118.24,33.94,30,940,211,1071,204,1.2679,,<1H OCEAN,100091,,92000
-124.1,40.5,30,1927,393,996,374,2.2357,,<1H OCEAN,95303,,72300
-117.77,33.76,19,3532,402,1200,426,11.0124,,<1H OCEAN,493419.87,,500001
-122,37.97,27,2491,428,1171,431,5.1021,,INLAND,208096,,202800
-118.16,34.68,9,4303,900,2240,861,3.7807,,INLAND,127022,,110900
-122.3,37.9,41,2053,435,873,415,3.4091,,NEAR BAY,187865.02,,223000
-119.15,34.17,22,1612,334,1431,335,4.8125,,NEAR OCEAN,243910,,194400
-117.83,33.89,25,1737,270,840,265,4.625,,<1H OCEAN,221408.02,,245700
-121.91,37.47,13,5377,744,2759,760,6.868,,<1H OCEAN,328200.08,,337300
-117.08,32.74,26,2359,622,2067,581,1.8103,,NEAR OCEAN,118799,,124700
-119.09,35.33,9,7085,1148,3084,1052,4.997,,INLAND,126228,,142900
-121.87,37.4,16,1767,268,1061,280,6.9584,,<1H OCEAN,330677.09,,351600
-115.56,32.76,15,1278,217,653,185,4.4821,,INLAND,138326,,140300
-119,35.36,35,1021,280,1258,239,1.7375,,INLAND,52903,,48600
-117.18,34.06,52,954,233,533,239,1.3021,,INLAND,74181,,100000
-118.29,33.79,16,1867,571,951,498,3.3427,,<1H OCEAN,227467,,154200
-117.4,34.07,28,2879,659,1661,554,2.066,,INLAND,94638,,88100
-118.15,34.05,31,3362,799,1939,754,3.5089,,<1H OCEAN,212807,,305800
-117.97,34.1,26,1399,277,1285,276,4,,INLAND,172466,,160100
-122.13,38.01,51,1262,309,608,298,2.1974,,NEAR BAY,136165.01,,139300
-117.16,33.92,12,3236,502,1610,502,4.7568,,INLAND,128047,,143500
-122.05,37.92,14,12713,2558,4741,2412,4.7094,,NEAR BAY,239331,,234700
-117.98,33.83,17,3506,992,2104,893,3.3006,,<1H OCEAN,187512,,185800
-121.88,37.67,16,4070,624,1543,577,6.5214,,INLAND,288199,,311500
-121.54,38.54,36,1672,302,969,337,3.0536,,INLAND,107850,,73100
-121.73,36.86,28,827,178,703,144,4.4271,,<1H OCEAN,211314.01,,175700
-118.34,34.86,11,7353,1482,3571,1308,2.8097,,INLAND,112871,,130000
-118.44,34.04,16,18,6,3,4,0.536,,<1H OCEAN,302245.1,,350000
-117.29,33.18,15,3780,792,1632,721,2.7644,,NEAR OCEAN,167693,,111400
-117.62,33.42,27,1444,412,597,311,3.1395,,NEAR OCEAN,231682.02,,310000
-117.58,33.65,4,1606,498,815,426,3.375,,<1H OCEAN,229734.01,,500001
-116.87,33.94,35,4448,906,2736,843,2.218,,INLAND,93096,,73400
-118.01,34.11,32,1978,536,826,470,2.5114,,INLAND,135625,,212200
-121.26,38.7,9,7812,1348,3275,1178,4.3826,,INLAND,171453,,146600
-122.5,38.4,36,1860,364,777,339,4.1307,,<1H OCEAN,226377,,295700
-117.3,32.85,28,2334,694,770,552,3.1324,,NEAR OCEAN,254606.06,,500001
-121.88,36.96,18,6355,1100,2304,972,6.0281,,NEAR OCEAN,327425.06,,321100
-123.7,39.32,18,1652,352,711,292,3.1071,,<1H OCEAN,136864,,213200
-122.34,40.57,24,1610,307,748,307,2.6591,,INLAND,83321,,82800
-117.14,34.01,26,7561,1051,2909,1012,7.2972,,INLAND,327924.12,,269600
-121.33,37.99,15,4472,1079,1837,976,2.5,,INLAND,118952,,175900
-118.34,34.08,52,1421,163,495,167,10.586,,<1H OCEAN,498060.98,,500001
-121.82,37.31,22,2044,402,1925,429,3.7102,,<1H OCEAN,170218,,177500
-118.13,33.85,36,2110,416,1128,403,4.6019,,<1H OCEAN,245527.04,,208400
-116.52,33.82,21,10227,2315,3623,1734,2.5212,,INLAND,103931,,145200
-121.76,36.9,44,919,309,1321,301,2.0775,,<1H OCEAN,134812,,121400
-118.38,34.16,31,2197,501,944,474,3.7312,,<1H OCEAN,315645.1,,319400
-121.59,36.97,16,865,123,403,130,5.7396,,INLAND,262291,,308700
-117.02,32.81,14,3173,599,1451,585,3.7292,,<1H OCEAN,170855,,182200
-121.76,38.41,19,686,107,348,109,3.9306,,INLAND,151504,,93800
-121.32,38.69,11,13796,2372,6000,2250,3.8776,,INLAND,141971,,124500
-122.27,37.86,52,1088,305,486,267,2.6071,,NEAR BAY,193038.02,,250000
-119.14,36.29,32,2084,482,1410,420,1.5321,,INLAND,53164,,48300
-121.96,37.32,11,1711,493,1094,543,3.73,,<1H OCEAN,226877,,227700
-117.2,32.82,35,2772,537,1392,521,3.337,,NEAR OCEAN,232645.02,,172300
-121.46,37.73,20,2039,373,862,330,5.1629,,INLAND,180506,,222900
-118,33.66,16,2809,708,1260,638,3.2353,,NEAR OCEAN,288925,,252900
-117.85,33.84,17,2830,502,1370,459,5.1785,,<1H OCEAN,241651.01,,247300
-122.21,37.46,48,2560,322,921,301,10.8758,,NEAR OCEAN,498818.99,,500001
-118.28,34.11,52,1803,437,787,388,4.5781,,<1H OCEAN,310963.01,,360500
-124.08,40.86,18,1287,484,805,502,1.1157,,NEAR OCEAN,120270,,150000
-122.24,38.13,37,3223,564,1325,539,4.0938,,NEAR BAY,176102,,126900
-122.17,37.43,24,3924,1142,7174,950,4.0972,,NEAR OCEAN,323189.01,,387500
-114.73,33.43,24,796,243,227,139,0.8964,,INLAND,85420,,59200
-118.11,34.16,52,1353,274,852,306,3.4583,,INLAND,240368,,239900
-122.25,37.86,52,1587,444,878,449,1.7652,,NEAR BAY,151061,,336800
-121.46,39.4,17,3659,735,1970,667,2.425,,INLAND,89783,,96200
-124.11,40.93,25,2392,474,1298,461,3.5076,,NEAR OCEAN,165200,,73600
-118.18,33.9,34,1248,320,1960,338,3.1012,,<1H OCEAN,141650,,140400
-118.43,34.17,33,1679,404,933,412,2.6979,,<1H OCEAN,223800.01,,266000
-121.01,38.73,7,6322,1046,2957,1024,4.7276,,INLAND,182272,,197500
-118,34.13,24,2584,520,1869,503,3.2841,,INLAND,166179,,167000
-118.01,33.73,23,4095,578,1766,589,6.7418,,<1H OCEAN,340707.02,,302500
-117.73,34.09,36,1543,297,1355,303,3.5313,,INLAND,131377,,117800
-122.49,37.78,32,3028,815,1704,718,3.2028,,NEAR BAY,295514,,322900
-122.17,40.11,24,1631,340,1042,333,1.7708,,INLAND,66448,,59000
-117.74,34.06,48,2438,599,1508,548,2.8983,,INLAND,135853,,129200
-117.13,32.69,36,1469,400,1271,340,1.043,,NEAR OCEAN,103429,,90100
-119.8,36.7,28,1592,304,962,282,1.3304,,INLAND,56600,,51300
-122.47,38.51,25,928,195,413,184,3.4904,,INLAND,143635,,196900
-116.99,32.76,21,3833,595,1645,589,4.625,,<1H OCEAN,212591.02,,273500
-118.27,33.8,38,1446,327,980,319,3.35,,<1H OCEAN,178840,,177700
-121.48,38.58,52,576,146,273,127,2.01,,INLAND,122970,,94300
-118.16,34.68,17,2994,832,1571,695,2.5902,,INLAND,106261,,85400
-120.84,37.06,14,1506,380,1096,352,1.1301,,INLAND,86337,,78500
-121.62,36.67,31,2697,690,2220,665,2.5329,,<1H OCEAN,171545,,135200
-117.14,32.74,47,1494,327,689,304,3.125,,NEAR OCEAN,196925.01,,172700
-119.29,36.52,39,858,228,1222,224,1.5714,,INLAND,52764,,43000
-117.9,34.1,35,2739,475,1481,483,4.5655,,<1H OCEAN,205487.04,,176600
-118.37,33.9,35,1651,269,707,252,5.6482,,<1H OCEAN,350660.02,,294800
-122.19,37.73,44,1066,253,825,244,2.1538,,NEAR BAY,105854,,79700
-118.06,33.97,39,1639,300,988,309,3.9612,,<1H OCEAN,179153,,175800
-122.08,37.95,24,3173,548,1351,536,5.0672,,NEAR BAY,255252.03,,243000
-120.08,36.95,41,1164,211,476,171,2.4196,,INLAND,73696,,70700
-118.05,34.07,32,4492,1075,4119,1035,3.2373,,<1H OCEAN,191974,,183100
-122.4,37.8,52,1860,575,679,448,4.775,,NEAR BAY,407950.25,,500001
-118.9,34.41,35,4431,739,2304,720,4.2599,,<1H OCEAN,206679,,209100
-122.02,37.4,33,2015,484,1285,419,4.0655,,<1H OCEAN,235511,,226800
-121.28,37.83,32,696,151,443,144,2.5156,,INLAND,109136,,86300
-120.02,37.72,17,2806,600,990,410,2.3818,,INLAND,121658,,88100
-118.24,34.12,41,1213,301,801,300,3.1806,,<1H OCEAN,190162.01,,204200
-117.76,33.87,16,3973,595,1971,575,6.4265,,<1H OCEAN,300927,,263700
-122.49,38,26,48,8,19,8,7.7197,,NEAR BAY,374373.12,,400000
-121.34,38.66,18,4164,963,2032,898,2.119,,INLAND,117372,,133100
-118.16,34.12,38,2231,489,940,484,5.4165,,<1H OCEAN,316532.07,,435100
-117.35,34.44,9,11810,2181,6716,2081,3.1821,,INLAND,134948,,95600
-118.02,33.95,36,1632,295,797,283,4.2292,,<1H OCEAN,209765,,179500
-117.63,33.63,6,3068,549,985,536,4.2009,,<1H OCEAN,241112.09,,238000
-121.32,38.62,33,898,190,470,201,2.6897,,INLAND,108196,,148300
-118.45,34.3,35,4085,919,3988,906,3.4812,,<1H OCEAN,193317,,160200
-122.27,38.12,42,5266,1167,3124,1025,2.7375,,NEAR BAY,143707,,120000
-122.01,37.99,28,1900,401,918,351,3.7841,,NEAR BAY,191587.02,,144900
-122.43,37.8,52,1380,322,553,288,4.0417,,NEAR BAY,437779.43,,500001
-118.52,34.27,36,3204,538,1499,499,5.5649,,<1H OCEAN,254553,,271200
-119.19,34.2,18,3620,,3171,779,3.3409,,NEAR OCEAN,209881,,220500
-117.92,33.65,15,1309,477,1330,424,3.4417,,<1H OCEAN,226043.02,,182500
-117.95,33.81,24,2749,498,1367,460,4.025,,<1H OCEAN,202449,,240700
-118.43,34,28,6128,1963,3586,1815,2.7058,,<1H OCEAN,293774,,310900
-122.08,37.64,23,1897,440,1109,418,3.142,,NEAR BAY,178937,,179500
-121.82,37.34,23,7609,1446,6034,1414,4.8424,,<1H OCEAN,228839,,195300
-121.84,37.32,16,1866,364,1835,412,5.3363,,<1H OCEAN,229423,,212800
-117.89,33.6,40,1639,352,498,278,5.6336,,<1H OCEAN,338285.1,,500001
-117.01,32.84,23,1951,395,901,378,3.1023,,<1H OCEAN,158821.01,,143300
-122.42,40.32,16,1978,375,961,333,2.6827,,INLAND,82590,,83900
-117.25,34.16,37,1709,278,744,274,3.7188,,INLAND,112749,,116600
-117.76,33.84,15,3764,510,1448,468,8.7124,,<1H OCEAN,405283.13,,410500
-122.08,37.7,32,2718,447,1156,410,5.2497,,NEAR BAY,269137.02,,259300
-116.96,32.85,11,9724,1796,5247,1777,4.1716,,<1H OCEAN,175030,,166100
-122.21,37.42,28,564,72,191,79,11.9666,,NEAR OCEAN,468394.84,,500001
-118.23,34.14,25,2864,844,1745,803,2.9167,,<1H OCEAN,198207,,224300
-118.34,34.06,52,1314,170,629,214,7.1669,,<1H OCEAN,438022.44,,500001
-119.8,36.75,46,2625,593,1368,551,1.5273,,INLAND,68346,,59000
-119.85,36.43,23,1824,354,1146,362,2.8913,,INLAND,85566,,60900
-117.93,33.65,34,2141,425,1559,429,4.2036,,<1H OCEAN,257858.09,,220100
-122.3,37.53,38,984,171,429,157,5.3261,,NEAR OCEAN,353079.03,,376800
-119.08,36.22,28,1606,320,1158,317,3.0324,,INLAND,89640,,55600
-118.4,33.89,36,2127,314,807,306,8.1596,,<1H OCEAN,499528.98,,500001
-118.42,34.16,28,4664,1040,1963,961,3.9028,,<1H OCEAN,355572.19,,367900
-117.1,32.69,37,1269,340,1369,302,2.2102,,NEAR OCEAN,119674,,87200
-118.21,34.13,52,2465,611,1433,570,3.25,,<1H OCEAN,214569.02,,214200
-118.27,34.06,25,1714,1176,3723,1036,1.3241,,<1H OCEAN,226138,,112500
-118.11,34.2,36,4915,725,1897,700,6.827,,INLAND,328012.06,,359400
-117.87,33.62,8,1266,,375,183,9.802,,<1H OCEAN,449358.45,,500001
-122.27,37.85,42,1639,367,929,366,1.7135,,NEAR BAY,122106,,159800
-119.68,36.83,11,2455,344,1110,339,6.1133,,INLAND,189062,,120000
-118.75,34.27,26,966,191,690,191,5.1698,,<1H OCEAN,234307.01,,188000
-117.1,32.66,27,1782,560,1785,560,2.1542,,NEAR OCEAN,122468,,106300
-122.37,37.58,34,2697,313,810,279,12.4291,,NEAR OCEAN,496208.96,,500001
-117.84,33.78,24,3817,787,1656,713,4.25,,<1H OCEAN,237888.01,,248000
-122.13,37.67,40,1748,318,914,317,3.8676,,NEAR BAY,181488,,184000
-118.3,33.85,38,123,36,142,40,2.3942,,<1H OCEAN,175900,,200000
-118.09,34.07,31,1054,252,1032,258,2.3424,,<1H OCEAN,173755,,188500
-118.55,34.23,25,4409,1018,4579,1010,2.8727,,<1H OCEAN,171354,,245100
-121.86,37.4,16,2391,369,1419,373,5.8721,,<1H OCEAN,269451,,267800
-118.3,34.06,43,1366,740,942,672,1.6953,,<1H OCEAN,280686.05,,150000
-116.9,32.84,18,4215,810,2104,773,4.0873,,<1H OCEAN,170427,,146900
-115.62,33.04,17,1009,231,745,217,2.0463,,INLAND,60209,,61200
-117.95,34.04,27,2610,846,2296,750,2.274,,<1H OCEAN,181314,,150800
-122.02,37.34,30,1036,151,467,156,6.448,,<1H OCEAN,341379.07,,360600
-122.52,37.92,24,421,64,163,75,14.5833,,NEAR BAY,429997.62,,500001
-121.63,37.1,14,5034,797,2124,790,4.9028,,<1H OCEAN,233002,,335000
-122.86,38.61,52,1753,380,982,380,3.4013,,<1H OCEAN,377682.08,,183300
-121.79,37.38,22,3650,527,1637,520,5.3774,,<1H OCEAN,243810,,325600
-117.07,33.07,8,2756,343,1045,340,8.5957,,<1H OCEAN,387676.09,,444100
-118.04,34.13,35,249,31,268,29,15.0001,,INLAND,452400.62,,500001
-122.18,39.93,35,1387,272,610,237,2.1759,,INLAND,73040,,59500
-118.29,34.05,34,1102,,1325,439,1.5972,,<1H OCEAN,142282,,168800
-122.69,39.04,9,254,50,66,29,2.7639,,INLAND,155679,,112500
-121.98,37.81,18,2903,387,1127,372,5.5921,,<1H OCEAN,281031,,359100
-118.12,34.04,35,1064,203,608,201,4.0938,,<1H OCEAN,180444.01,,246900
-121.15,39,15,4145,691,1872,680,4.3553,,INLAND,192373,,220600
-119.68,34.43,33,1961,462,1693,445,2.9896,,<1H OCEAN,200682,,236000
-121.75,37.29,15,1486,310,455,296,4.3365,,<1H OCEAN,228937,,221000
-114.68,33.49,20,1491,360,1135,303,1.6395,,INLAND,66033,,44400
-117.95,33.74,16,2768,600,1182,563,3.7162,,<1H OCEAN,214231.01,,201200
-117.93,33.93,33,1626,378,1062,356,2.1944,,<1H OCEAN,167629,,139600
-118.23,34.21,38,1399,390,859,386,3.4148,,<1H OCEAN,204596,,234800
-121.16,38.67,21,6198,1223,2827,1179,3.7796,,INLAND,150518,,159000
-118.35,33.83,36,1102,193,522,172,6.1187,,<1H OCEAN,342707.03,,342000
-118.01,33.85,29,2064,447,1265,400,3.8864,,<1H OCEAN,207072,,209300
-122.38,40.2,16,2722,511,1366,495,2.8447,,INLAND,90717,,87700
-117.04,32.68,14,1320,270,943,260,5.0947,,NEAR OCEAN,227414,,152700
-117.14,32.8,33,2670,435,1256,431,3.9417,,NEAR OCEAN,189992.01,,179800
-119.14,34.29,17,2754,577,1349,533,3.1618,,<1H OCEAN,183778,,154200
-118.04,34.04,35,1734,363,1527,344,3,,<1H OCEAN,164827,,160600
-117.25,32.79,27,848,300,455,298,3.0774,,NEAR OCEAN,220008,,275000
-118.04,33.85,23,3132,469,1646,478,5.777,,<1H OCEAN,269807,,315900
-122.08,37.31,17,2560,396,959,400,7.8528,,<1H OCEAN,381916.06,,368900
-121.84,37.38,33,835,181,781,169,5.1082,,<1H OCEAN,238949.03,,195800
-118.28,33.83,28,880,168,717,142,4.5469,,<1H OCEAN,204870,,175700
-118.42,33.75,22,17591,2604,6897,2492,8.2831,,NEAR OCEAN,459032.49,,500001
-122.26,38.15,16,3921,727,2830,680,4.5053,,NEAR BAY,200088,,123700
-119.57,34.38,22,2512,426,919,341,5.759,,<1H OCEAN,292156.02,,425000
-122.3,37.56,35,1873,351,945,333,5.5184,,NEAR OCEAN,321014.02,,274800
-118.24,34.2,41,2067,452,1282,455,5.5756,,<1H OCEAN,305314.01,,309900
-121.56,38.44,43,1485,270,653,251,3,,INLAND,112005,,141700
-122.15,37.74,52,2898,557,1338,550,3.851,,NEAR BAY,230602.01,,183500
-118.28,33.74,40,1751,512,1939,503,1.5394,,NEAR OCEAN,124056,,200000
-118.58,34.23,35,1917,314,1019,340,4.8929,,<1H OCEAN,228433,,234900
-117.77,33.88,8,4874,627,2070,619,8.1117,,<1H OCEAN,398744.05,,410200
-118.23,33.96,44,3186,876,3913,842,3.0143,,<1H OCEAN,151880,,148200
-119.74,36.8,18,10862,2401,5466,2209,2.4678,,INLAND,86668,,74300
-117.18,32.69,52,1837,313,668,300,5.1009,,NEAR OCEAN,381733.14,,500001
-117.91,33.83,9,1160,368,735,325,1.119,,<1H OCEAN,146528.01,,175000
-118.41,34.03,33,1730,386,994,363,3.7277,,<1H OCEAN,318647.07,,500001
-118.12,34.71,26,4230,823,2789,793,2.5179,,INLAND,106671,,104000
-118.2,33.95,41,679,184,788,185,2.1406,,<1H OCEAN,143445,,165300
-121.48,36.49,28,1006,228,738,193,1.9722,,<1H OCEAN,147158.03,,210700
-121.95,37.32,39,1164,199,619,231,4.6304,,<1H OCEAN,266405.02,,263200
-122.03,37.56,24,8444,1492,4446,1491,4.6978,,NEAR BAY,241510.02,,240300
-118.31,34.03,52,1902,406,1233,385,2.8295,,<1H OCEAN,212751.08,,132200
-122.06,37.91,15,5393,1422,2133,1288,4.1612,,NEAR BAY,231342.01,,232800
-119.33,35.59,20,3085,691,2645,676,1.7868,,INLAND,66072,,54100
-118.16,33.79,26,3061,844,2135,769,2.875,,NEAR OCEAN,185400,,164000
-116.98,34.05,6,2290,312,957,274,7.2708,,INLAND,278039.01,,316700
-117.33,33.67,27,4376,1003,2667,870,1.9194,,<1H OCEAN,138287,,100600
-117.13,34.88,21,3254,669,1548,545,2.3373,,INLAND,77475,,57100
-122.12,37.67,33,3429,681,1798,694,3.9395,,NEAR BAY,205985,,184700
-119.67,34.38,28,1814,526,849,420,3.1625,,<1H OCEAN,226057,,364300
-118.3,34,40,1131,281,859,230,1.1806,,<1H OCEAN,119359,,134600
-118.43,34.27,36,1002,250,1312,249,3.024,,<1H OCEAN,164200,,148000
-117.96,34.14,27,2221,542,1328,523,2.5275,,INLAND,133121,,151700
-118.38,33.87,17,2791,579,1467,583,5.7415,,<1H OCEAN,358280.12,,321900
-118.37,34.17,42,1713,416,1349,427,3.2596,,<1H OCEAN,218481,,191800
-117.95,33.95,29,4943,674,1913,641,6.8189,,<1H OCEAN,390023.07,,379300
-118.19,33.86,46,1824,438,1200,451,3.4375,,<1H OCEAN,183102,,156700
-121.88,37.44,20,1351,372,1427,394,4.4712,,<1H OCEAN,223721,,144000
-121.86,36.6,31,1044,285,762,301,3.038,,<1H OCEAN,189521,,195300
-122.21,37.79,52,762,190,600,195,3.0893,,NEAR BAY,208262.06,,125000
-120.79,37.53,20,1417,263,853,263,3.3083,,INLAND,128949,,108300
-117.57,33.87,27,1786,287,939,278,5.1929,,INLAND,144773,,165000
-119.7,34.36,35,1604,334,904,337,4.7411,,NEAR OCEAN,294647.02,,336400
-118.96,35.87,17,1668,307,888,277,3.7794,,INLAND,102217,,96200
-117.3,34.24,38,4116,949,1196,422,3.5625,,INLAND,117267.93,,96500
-117.88,33.74,25,1799,557,3416,538,3.0083,,<1H OCEAN,164112,,163500
-117.31,34.11,41,1105,257,816,197,1.9375,,INLAND,69417,,64100
-122.22,37.81,52,2927,402,1021,380,8.1564,,NEAR BAY,455017.69,,390100
-118.38,33.77,17,10950,2207,4713,2043,6.3064,,NEAR OCEAN,427227.48,,418300
-118.41,33.92,29,1436,401,674,343,3.6389,,<1H OCEAN,302257.02,,275000
-119.71,34.42,39,1172,322,606,316,2.16,,<1H OCEAN,235336,,259100
-115.94,33.38,5,186,43,41,21,2.7,,INLAND,136788,,58800
-121.88,37.32,38,1787,508,2113,530,2.6386,,<1H OCEAN,176457,,177600
-118.07,34.09,35,1224,267,887,276,4.0987,,<1H OCEAN,185936,,202400
-122.2,37.43,22,3294,744,1337,655,5.2391,,NEAR OCEAN,371639.17,,500001
-121.95,37.31,27,2462,570,1278,565,3.5652,,<1H OCEAN,228906,,329500
-122.02,36.98,35,1053,263,552,237,2.7125,,NEAR OCEAN,235431,,217500
-119.02,35.36,47,1631,340,847,315,2.5062,,INLAND,68126,,73700
-118.07,33.91,35,2228,463,1558,427,4.023,,<1H OCEAN,185582,,157700
-119.84,36.82,17,2807,376,996,353,5.5357,,INLAND,179808,,167700
-118.06,34.14,42,2461,379,1179,360,7.0315,,INLAND,430870.51,,437300
-121.02,37.66,36,3495,641,1688,684,3.1568,,INLAND,125984,,109900
-118.15,34.11,52,1746,330,704,306,3.7895,,<1H OCEAN,278955.01,,364800
-119.86,36.45,19,2439,462,1416,469,2.4474,,INLAND,80915,,75600
